Lot.Area;Overall.Qual;Year.Built;Total.Bsmt.SF;Gr.Liv.Area;Full.Bath;Bedroom.AbvGr;Kitchen.AbvGr;Garage.Cars;Garage.Area;SalePrice
12018;7;2008;796;1612;2;3;1;3;666;218689
12890;6;1989;1495;1495;2;3;1;2;438;150000
12416;6;1986;1606;1651;2;3;1;2;616;184000
18265;6;1986;1256;1256;2;3;1;2;578;180000
10200;6;1988;1461;1509;2;3;1;2;600;175000
11202;8;2003;1432;1440;2;3;1;2;467;232500
7915;6;1999;1666;1675;2;3;1;2;435;195000
12244;8;2003;1482;2262;2;4;1;3;749;305000
11449;8;2007;1884;1728;2;3;1;2;520;298751
11447;8;2005;1964;1964;2;3;1;3;892;370000
8940;7;1997;1344;1344;2;2;2;4;784;209200
7060;7;1997;1344;1344;2;2;2;4;784;206300
9278;5;2007;1092;1092;1;2;1;0;0;146000
4500;6;1997;1189;1189;2;2;1;2;392;160500
14137;4;1964;1200;1200;1;3;1;3;850;173000
4224;5;1975;1040;1040;1;3;1;2;499;124000
2665;5;1976;264;1304;1;3;1;1;336;115000
2665;5;1976;550;1475;2;4;1;1;336;129500
1974;4;1973;526;988;1;2;1;1;297;105000
1596;4;1973;462;988;1;1;1;1;297;94900
17979;5;1968;1113;1160;1;3;1;1;257;152500
1477;6;1970;546;1092;2;3;1;0;0;98000
1890;4;1972;630;630;1;1;1;0;0;81000
21750;5;1954;988;988;1;2;1;2;520;113000
6490;5;1983;816;816;1;2;1;1;264;128500
6951;5;1984;876;923;1;3;1;1;264;119500
6600;5;1982;816;816;1;3;1;1;264;130500
6600;5;1982;816;816;1;2;1;2;816;138000
6600;5;1982;845;845;1;3;1;1;264;134500
12508;6;1940;983;1750;2;4;1;1;423;160000
12395;5;1984;864;889;1;3;1;2;484;137500
11075;5;1969;784;1968;2;4;1;2;530;172000
56600;5;1900;686;1836;2;4;1;1;288;103000
10667;6;1971;1587;1587;2;3;1;2;525;167300
10628;7;1970;1277;1277;1;2;1;2;526;167000
13651;7;1973;2223;2223;2;3;1;2;516;244000
15865;8;1970;2217;2217;2;4;1;2;621;268000
12394;7;2003;847;1733;2;3;1;2;433;225000
10364;6;1995;806;1572;2;3;1;2;373;168000
13869;6;1997;794;1470;2;3;1;2;388;177000
8773;6;1997;916;1600;2;3;1;2;460;169000
8872;6;1997;384;1384;2;3;1;2;390;161500
5330;8;2000;1494;1652;2;2;1;2;499;251000
10147;6;1994;392;1694;2;3;1;2;398;160000
8637;6;1999;923;1714;2;3;1;2;451;180000
7875;7;1996;691;1553;2;3;1;2;420;178750
7875;7;1995;1237;1253;2;3;1;2;402;176000
7500;6;1999;938;2299;3;5;1;2;482;204000
9556;7;1992;1168;1187;2;3;1;2;420;160000
10784;7;1991;384;1472;2;3;1;2;402;160000
9125;7;1992;384;1482;2;3;1;2;392;163900
7655;6;1993;903;1642;2;3;1;2;392;168000
18160;6;1964;1302;1128;1;3;1;2;480;154204
3696;8;1986;1074;1088;1;2;1;2;461;170000
5062;7;1984;1190;2090;2;3;1;2;577;207500
4740;8;1988;1166;1179;2;2;1;2;480;182000
5118;8;1990;1312;1321;1;1;1;2;484;212000
14157;9;2005;1922;1922;2;3;1;3;676;377426
12328;8;2005;1149;2541;3;4;1;3;729;349265
51974;9;2006;2660;2338;2;4;1;3;1110;591587
41600;5;1969;1100;1424;1;3;1;3;828;155000
8035;9;2006;1612;1612;2;2;1;2;556;319900
8089;8;2007;1419;1419;2;2;1;2;567;392000
14082;8;2006;2220;2234;1;1;1;2;724;441929
13870;10;2006;1742;2042;2;3;1;3;724;455000
12546;6;1981;1440;1440;2;3;1;2;467;182900
10960;6;1984;1284;1284;2;3;1;2;480;174000
12090;6;1984;585;1868;3;3;1;2;477;178000
12090;7;1981;725;1479;2;3;1;2;484;176000
12299;7;1978;1529;1664;2;3;1;2;663;213000
11339;7;1979;780;1930;2;4;1;2;481;192000
11952;7;1977;808;1969;2;3;1;2;534;190000
12046;6;1976;848;2030;2;4;1;2;551;195000
10395;6;1978;1032;1032;2;3;1;2;564;148000
11850;6;1984;1153;1177;2;3;1;2;495;151500
11584;7;1979;539;1725;2;3;1;2;550;197000
10400;6;1979;1259;1353;2;2;1;2;478;192350
10793;5;1969;780;1620;2;4;1;2;462;152000
13001;6;1971;1625;1220;2;2;1;2;944;170000
12243;5;1971;1484;1484;2;3;1;2;487;175000
11700;6;1968;702;1743;1;3;1;2;539;175000
12384;7;1976;793;1935;2;3;1;2;550;197900
8991;7;1976;1228;1324;2;3;1;2;585;174000
8000;6;1974;1084;1877;2;4;1;2;488;178900
10500;5;1971;372;1109;1;3;1;1;288;139000
10530;6;1971;981;981;1;3;1;2;576;143250
7472;7;1972;725;1479;1;4;1;2;484;184000
9457;5;1970;925;1422;1;3;1;2;576;155000
7920;5;1970;914;914;1;3;1;1;368;133000
9758;5;1971;950;950;1;3;1;1;280;119500
8294;4;1971;858;872;1;3;1;4;480;123000
7340;4;1971;858;858;1;2;1;1;684;110000
17199;4;1961;914;914;1;2;1;1;270;128000
9000;4;1971;864;864;1;3;1;2;528;120500
4058;7;1998;723;767;1;1;1;1;367;133000
4113;6;2001;1337;1337;2;2;1;2;511;155000
10943;6;1997;1405;1337;2;2;1;2;522;177000
2205;6;1973;525;1092;1;3;1;1;264;113500
1890;6;1973;672;1218;1;3;1;1;264;113000
2058;6;1973;672;1218;1;4;1;1;264;113700
2016;5;1970;630;1302;2;3;1;2;440;106000
1920;5;1971;765;1365;1;2;1;2;440;122500
4928;6;1976;1078;958;2;2;1;2;440;128000
2308;6;1976;804;1548;2;3;1;2;440;155000
2304;7;1978;1061;1055;2;2;1;1;319;142500
7150;5;1966;988;988;1;3;1;1;360;129250
12469;9;2006;1790;1816;2;3;1;3;730;356000
11694;9;2007;1822;1828;2;3;1;3;774;314813
12030;8;2007;1694;1694;2;3;1;3;818;318000
11825;8;2006;1694;1694;2;3;1;3;856;322400
12085;8;2007;1734;1734;2;3;1;3;928;318000
14333;8;2007;2108;2122;2;2;1;3;938;345474
14450;9;2006;2121;2121;2;3;1;3;732;415298
13641;9;2007;1934;2656;2;3;1;3;1040;492000
13440;8;2006;1108;2550;2;4;1;3;670;338931
15431;10;2005;1994;2046;2;2;1;3;878;450000
14154;7;2006;1063;2172;2;3;1;3;947;280000
13891;9;2007;2552;2552;2;3;1;3;932;479069
14226;8;2006;1935;1973;2;3;1;3;895;395000
13693;9;2006;2153;2643;2;3;1;3;694;380000
11428;8;2006;1626;1634;2;3;1;3;866;250000
14977;8;2006;1976;1976;2;2;1;3;908;440000
13654;9;2005;1704;2758;2;4;1;3;814;418000
17169;10;2007;2320;2290;2;2;1;3;1174;500067
16659;8;2007;1582;2152;2;3;1;2;728;260116
9591;8;2004;1143;2473;2;4;1;3;852;317000
9709;8;2007;918;2100;2;3;1;3;786;319500
10562;8;2007;1582;2161;1;3;1;3;789;325624
13615;9;2006;1802;1802;2;3;1;3;843;372000
13069;8;2004;1706;2956;2;5;1;3;916;342000
12099;8;2004;1136;2468;2;4;1;3;872;354000
14277;8;2003;1317;2385;2;3;1;3;818;350000
11999;8;2003;1181;2374;2;4;1;3;656;285000
12568;8;2007;895;1818;2;3;1;3;774;281500
9926;7;2005;1614;1614;2;3;1;3;878;245700
9254;8;2005;1721;1721;2;3;1;2;554;232698
10732;8;2006;1298;1828;2;3;1;3;876;250000
7577;6;2005;1362;1362;2;2;1;2;460;194700
3901;6;2005;1302;1302;1;1;1;2;631;204000
3903;6;2005;1302;1302;1;1;1;2;631;200000
6289;6;2005;1362;1362;2;2;1;2;460;207000
4590;8;2006;1554;1554;2;2;1;2;627;209500
4590;8;2006;1554;1554;2;2;1;2;627;209500
6442;8;2006;1370;1370;2;2;1;2;484;202500
7841;9;2005;1577;1577;2;2;1;2;564;280000
7313;9;2005;1561;1561;2;2;1;2;556;277500
7820;9;2007;1869;1869;2;2;1;2;617;318061
6240;8;2006;1324;1324;2;2;1;2;550;221370
3242;7;2003;1405;1405;2;2;1;2;478;200000
15810;6;2007;768;1496;3;3;1;2;572;181755
10237;6;2005;768;1536;2;3;1;2;400;176000
10237;6;2005;783;1484;2;3;1;2;393;178900
13204;7;2006;608;1458;2;3;1;2;454;168165
8857;6;2006;738;1495;2;3;1;2;440;171925
9729;6;2006;698;1746;2;3;1;3;350;198444
12216;6;2005;1326;1326;2;3;1;2;388;203000
9018;7;2007;728;1456;2;3;1;2;400;179540
8993;7;2007;1302;1302;2;3;1;2;436;176485
8899;7;2007;1340;1340;2;3;1;2;396;181134
8499;6;2006;616;1412;2;3;1;2;432;156932
8229;6;2007;752;1504;2;3;1;2;440;166000
7713;7;2007;728;1456;2;3;1;2;400;177594
7697;7;2007;1246;1258;2;3;1;2;462;173500
3922;7;2006;1258;1258;2;2;1;3;648;172500
3922;7;2006;1258;1402;0;2;1;3;648;194201
3621;8;2003;1406;1589;2;2;1;3;630;226500
3710;7;2007;1266;1266;2;2;1;2;388;185485
14572;7;2004;1530;1530;2;3;1;3;630;259000
16219;7;2004;835;1119;2;2;1;2;437;188500
11084;7;2004;384;1374;2;3;1;2;400;175000
11796;7;2004;847;1959;2;4;1;2;434;215000
10936;7;2006;1510;1525;2;3;1;2;534;206580
8244;7;2004;840;1720;2;3;1;2;440;183500
11950;7;2003;384;1394;2;3;1;2;400;165500
7875;7;2003;847;1948;2;4;1;2;434;211000
8063;6;2000;924;1690;2;3;1;2;463;181000
8740;7;2002;854;1995;2;4;1;2;435;219500
7917;6;1999;953;1647;2;3;1;2;460;175000
9967;7;2000;384;1430;2;3;1;2;400;170000
7750;7;2003;660;1320;2;3;1;2;400;162000
9487;6;2000;915;1690;2;3;1;2;442;187000
9649;6;1999;941;1644;2;3;1;2;460;185000
15623;10;1996;2396;4476;3;4;1;3;813;745000
12191;8;1997;1779;2551;2;4;1;3;925;384500
11000;8;2000;969;2285;2;4;1;3;648;248000
11400;10;2001;2633;2633;2;2;1;3;804;466500
10557;9;1998;1408;3078;2;4;1;3;806;410000
11002;8;1998;1389;2582;2;4;1;3;758;322500
10790;7;1998;1066;2385;2;4;1;3;600;252000
21535;10;1994;2444;4316;3;4;1;3;832;755000
9920;7;1996;1117;2013;2;3;1;2;455;269790
11787;7;1996;1379;2398;2;3;1;3;834;315750
9950;7;1995;1203;2520;2;4;1;3;721;290000
12257;8;1995;1318;2531;2;4;1;3;752;290000
12692;8;1992;3200;3228;3;4;1;2;546;430000
11762;8;1992;1105;2202;2;4;1;2;517;263000
9044;8;1996;1325;2538;2;4;1;3;933;330000
9910;7;2007;1369;1369;2;3;1;2;605;213133
11830;8;2007;1542;1542;2;3;1;3;852;260261
11670;9;2006;1905;1905;2;3;1;3;788;320000
15256;8;2007;1485;1464;2;3;1;3;754;282922
10612;8;2006;1524;1534;2;3;1;2;484;215000
12291;10;2007;1966;1966;2;1;1;3;1092;419005
13501;8;2006;1623;1636;2;3;1;3;865;255000
9986;8;2006;1795;1795;2;2;1;3;895;147000
9965;7;2007;1528;1528;3;3;1;2;480;235876
9416;7;2007;1726;1726;2;3;1;3;786;311872
9849;7;2007;1689;1689;2;3;1;3;954;248328
10000;8;2006;1588;1588;2;3;1;3;825;227000
8847;8;2005;1538;1538;2;3;1;2;484;260000
9158;8;2007;1496;1496;2;3;1;2;474;225000
8251;7;2005;1494;1506;2;3;1;2;672;249000
10084;8;2004;1686;1694;2;3;1;2;636;307000
9605;7;2006;982;1977;2;3;1;3;574;250000
8778;8;2006;1302;1830;2;3;1;3;859;221300
8640;8;2007;1338;1338;2;3;1;2;598;208900
9000;7;2006;1335;1335;2;3;1;2;575;210400
8640;8;2007;896;1792;2;3;1;2;590;255000
10411;5;2007;725;1588;3;3;1;2;561;212109
9000;8;2006;1088;1959;2;3;1;3;1025;270000
9000;8;2007;1184;2610;2;4;1;2;550;303477
12217;8;2007;955;1880;2;3;1;3;880;310013
11096;8;2006;1656;1656;2;3;1;3;826;249700
10207;7;2007;874;1761;3;3;1;2;578;227875
10440;8;2007;1574;1584;2;2;1;2;594;261329
11824;8;2006;1685;1685;2;2;1;3;658;253000
10625;6;2004;1158;2443;2;4;1;3;744;265000
11143;8;2004;1580;2466;3;4;1;2;610;340000
7500;6;2006;1100;1100;1;3;1;0;0;146000
7500;7;2006;1143;1143;1;3;1;0;0;147000
12450;5;2003;1094;1094;1;3;1;2;576;149000
7441;7;2006;1461;1486;2;3;1;2;566;181000
8462;6;1994;928;1721;2;3;1;2;471;201000
11613;6;1993;864;1820;2;3;1;2;492;191750
8450;7;2000;1349;1349;2;3;1;2;539;179000
16196;7;1998;1482;1494;2;3;1;2;514;215000
8012;6;1992;1575;1575;2;2;1;2;529;179200
8012;6;1980;630;1266;1;2;1;1;283;128000
9180;5;1983;840;884;1;2;1;2;504;144000
8400;5;1977;0;2020;2;4;2;2;630;144000
6285;5;1977;894;894;1;2;1;1;308;120750
8480;5;1963;970;970;1;2;1;2;624;132500
7420;5;1962;1057;1057;1;3;1;2;576;132000
7758;5;1962;999;999;1;3;1;1;264;132500
6970;4;1961;1040;1120;1;3;1;2;544;129000
13673;5;1962;1140;1696;1;3;1;1;349;143900
7476;5;1968;1040;1040;1;3;1;2;686;145000
9945;5;1961;988;988;1;3;1;2;572;128500
6173;5;1967;876;902;1;3;1;1;288;125500
19522;7;1990;1223;2503;2;3;1;2;564;300000
17542;7;1974;1192;2167;2;3;1;2;518;294000
10751;5;1974;1037;1037;1;2;1;2;431;129000
16647;5;1975;1390;1701;2;3;1;2;611;171000
12712;6;1973;1044;1055;1;2;1;2;542;147000
9572;8;1990;1453;2810;2;4;1;2;750;302000
10678;8;1992;1683;2872;2;4;1;2;541;285000
4379;8;2004;1378;1378;2;2;1;2;540;214000
3523;8;2006;1141;1151;2;2;1;2;484;166000
3784;8;2006;1511;1565;2;2;1;2;476;193800
4230;7;2006;1352;1352;2;2;1;2;466;208900
3606;7;2006;1352;1352;2;2;1;2;466;194000
5330;8;2006;1550;1550;2;2;1;2;528;207500
4274;7;2006;1241;1241;1;1;1;2;569;199900
4251;7;2006;625;1250;2;2;1;2;528;164700
2280;6;1999;744;1501;2;3;1;2;440;176500
3230;6;1999;729;1458;2;2;1;2;440;176000
2117;6;2000;756;1512;2;2;1;2;440;168500
2117;6;2000;756;1573;2;3;1;2;440;177000
2117;6;2000;756;1525;2;3;1;2;440;177000
5105;7;2004;551;1102;2;2;1;2;480;148800
2645;8;1999;776;1441;2;2;1;2;492;174000
7399;7;1997;975;1950;2;3;1;2;576;239000
7321;7;1999;1339;1358;2;3;1;2;625;204000
8010;8;2003;1054;2048;2;3;1;2;552;301000
8413;8;1998;1220;2362;2;3;1;2;1105;312500
9466;8;1994;1494;1494;1;1;1;2;478;279700
12000;7;1980;2002;2362;2;3;1;2;546;255000
16157;5;1978;1360;1432;1;2;1;2;588;194000
10768;5;1976;1437;1437;2;3;1;2;528;218000
3840;8;1978;1057;1295;1;1;1;2;571;213750
9600;6;1976;528;1855;2;3;1;2;512;187000
9600;6;1976;1262;1262;2;3;1;2;460;181500
17778;8;1981;2461;2497;2;2;1;2;676;373000
18890;5;1977;1361;2620;2;4;2;2;600;190000
7050;7;2001;1057;1929;2;3;1;2;650;226000
11700;6;1968;912;1152;1;3;1;2;412;143450
8000;6;1970;1008;2411;2;4;1;2;570;240050
8723;6;1969;973;1082;1;3;1;2;480;162500
11700;6;1968;1295;1295;1;3;1;2;528;164000
11358;7;1972;1124;1610;2;3;1;2;515;185000
9547;7;1993;1594;1594;2;2;1;2;472;188500
10530;7;1993;1148;2075;2;3;1;2;473;255000
11500;5;1976;1680;1680;2;4;2;2;528;136905
10738;6;1966;1093;1093;2;3;1;2;484;158500
9600;7;1973;1242;1242;1;3;1;2;528;175500
10800;6;1963;1052;1052;1;3;1;1;311;127000
8050;5;1967;949;1107;1;3;1;1;308;127000
10355;5;1967;1214;1214;2;3;1;1;318;143000
10289;5;1965;1073;1073;1;3;1;2;515;156000
9503;5;1958;1024;1344;1;2;1;1;484;144000
10624;5;1964;1728;1728;2;6;2;1;352;119000
10899;4;1964;0;1224;2;2;2;3;530;103000
12342;5;1960;978;1422;1;3;1;1;286;139900
12772;6;1960;958;958;1;2;1;1;301;151500
8892;5;1960;1065;1065;1;3;1;2;461;126500
10482;6;1958;588;1138;1;3;1;1;264;145000
7535;5;1958;912;912;1;2;1;1;297;120000
7450;5;1956;894;1074;1;2;1;2;396;124000
8339;5;1959;0;882;1;3;1;1;294;106500
14357;5;1961;864;1187;1;2;1;2;440;140500
8243;5;1961;964;964;1;3;1;2;784;137500
8680;5;1960;894;894;1;3;1;1;312;117600
8800;7;1966;1174;1200;2;3;1;2;440;163500
9200;6;1965;1042;1042;2;3;1;2;440;161000
9350;6;1964;1302;1302;2;3;1;1;309;158000
8800;6;1964;845;2154;2;5;1;2;539;224500
11382;6;1964;1130;1374;1;3;1;1;286;147000
22002;6;1959;1592;1652;1;3;1;2;510;200000
14585;6;1960;1144;1429;1;3;1;2;572;181900
7388;5;1959;1063;1327;1;3;1;2;624;150750
9842;4;1962;0;1224;2;2;2;2;462;101800
8280;6;1950;932;932;1;2;1;1;306;124000
12172;5;1940;822;908;1;2;1;2;512;138500
5000;1;1946;0;334;1;1;1;0;0;39300
5000;3;1946;666;666;1;2;1;0;0;64500
3500;3;1945;370;670;1;2;1;0;0;64000
5175;5;1958;808;808;1;2;1;1;308;112000
9500;6;1964;816;1977;1;4;1;2;540;165000
9600;5;1955;1078;1150;1;2;1;1;288;144000
11345;5;1948;928;1920;2;4;2;2;400;137000
9492;5;1941;768;1376;1;3;1;1;240;105000
9480;5;1942;728;1644;1;3;1;1;312;146500
8668;5;1968;1560;1560;2;4;2;3;792;126000
10050;5;1966;793;1280;2;3;1;2;432;175000
9600;6;1961;1218;1254;1;3;1;2;525;158500
10150;5;1958;912;912;1;2;1;1;275;114500
11344;5;1958;874;1524;1;3;1;1;315;144000
18450;6;1965;1021;2380;2;3;1;2;596;129000
8760;6;1957;936;936;1;2;1;1;315;141000
6860;5;1956;1008;1008;1;3;1;1;308;131000
8250;5;1963;1053;1053;1;3;1;2;692;142100
8176;5;1958;1056;1056;1;3;1;1;308;139000
9750;6;1958;1442;1442;1;4;1;1;301;157900
9250;5;1954;1056;1056;1;3;1;1;260;139400
11988;6;1957;1244;1244;1;3;1;1;336;150000
9100;5;1960;1144;1144;1;3;1;1;336;120000
9736;6;1957;1331;1721;1;4;1;2;464;174850
9770;5;1957;922;922;1;2;1;1;308;116000
10152;5;1956;1048;1048;1;3;1;1;286;135000
12155;6;1970;1657;1657;2;3;1;2;484;163500
12198;5;1955;1204;1411;1;3;1;1;310;130000
10050;5;1955;1216;1216;1;3;1;1;336;129500
11556;5;1953;864;1154;1;3;1;1;336;142000
8078;5;1958;1560;1560;2;4;2;2;484;128600
10950;6;1952;948;948;1;2;1;2;410;125000
7942;6;1953;1040;1040;1;3;1;1;293;136000
8923;5;1953;1008;1008;1;2;1;1;240;134500
8540;5;1956;925;925;1;3;1;1;252;127000
7134;5;1955;384;1360;1;3;1;2;572;130000
7150;4;1955;1190;1540;1;4;1;1;352;115000
8400;5;1955;923;925;1;3;1;1;390;116900
13300;5;1956;928;928;1;2;1;1;252;132000
9532;4;1953;1105;1647;1;3;1;1;280;153000
15783;5;1952;924;924;1;2;1;1;420;112500
14190;4;1890;925;1544;2;3;1;0;0;138000
9600;5;1949;845;893;1;2;1;2;576;135000
12099;5;1953;1216;1728;1;3;1;1;371;156000
21281;5;1935;666;3086;3;4;1;3;1200;301600
10134;5;1940;735;1034;1;2;1;1;240;109000
5500;4;1956;882;882;1;1;1;0;0;103200
10284;4;1925;1151;1281;2;1;1;2;580;128500
10800;4;1927;656;968;2;4;1;1;216;64500
10800;5;1895;736;1534;1;3;1;0;0;148000
5400;5;1920;691;691;1;2;1;1;216;86000
10090;7;1963;725;1651;2;4;1;1;276;172000
8700;5;1961;920;888;1;3;1;1;240;120000
8300;6;1968;952;952;1;3;1;1;288;128500
11606;5;1969;1040;2080;1;5;1;2;504;135000
8064;5;1949;672;924;1;3;1;2;576;122900
11664;6;1948;1082;1082;1;2;1;1;240;119200
10496;6;1949;1040;1846;2;3;1;1;315;143000
7200;5;1950;876;988;1;3;1;1;276;119000
7200;5;1950;864;1238;1;3;1;1;357;102000
7200;5;1950;864;864;1;3;1;2;720;129000
7000;5;1960;1010;1134;1;2;1;1;254;135000
7500;5;1959;1040;1040;1;3;1;1;286;152000
7315;5;1958;1170;1170;1;3;1;1;338;140000
7903;5;1960;1242;1242;1;3;1;1;324;152000
8000;5;1960;1377;1377;1;3;1;1;351;156500
8000;5;1961;1800;1800;2;6;2;0;0;141000
7000;5;1961;0;925;1;3;1;1;300;99000
9760;6;1964;822;1851;2;3;1;2;440;187000
7590;5;1962;864;1812;2;4;1;1;264;169500
6600;5;1962;864;864;1;2;1;1;294;125500
6760;5;1962;896;936;1;3;1;1;288;130000
6978;5;1926;850;960;1;2;1;2;576;103000
9600;5;1910;264;1432;2;2;1;2;360;132000
6000;6;1927;845;1296;1;3;1;2;576;127500
4480;5;1922;1022;1022;1;2;1;1;184;89500
7200;5;1980;936;936;1;2;1;2;672;140000
3153;5;1920;967;967;1;2;1;1;180;99900
10800;4;1885;641;1047;1;2;1;1;273;100000
7200;5;1940;808;1072;1;2;1;2;379;130000
9000;5;1900;680;1174;1;2;1;2;576;135000
6000;3;1948;649;1183;1;2;1;1;308;120000
5925;4;1937;907;1131;1;2;1;2;672;89471
5925;4;1900;570;1141;1;3;1;1;252;85000
6000;4;1920;960;960;1;2;1;1;308;108500
9639;4;1900;1075;1798;2;4;1;2;342;137000
3880;5;1945;686;866;1;2;1;0;0;110500
8520;5;1923;968;968;1;2;1;2;480;100000
10337;8;1910;725;1772;2;3;1;2;816;184900
9863;6;1927;728;1642;1;4;1;1;374;145000
9600;5;1925;702;1472;1;3;1;1;250;125000
4571;5;1910;616;1232;1;3;1;2;480;114000
13600;5;1900;662;2337;2;5;2;2;560;90000
8398;6;1910;926;1650;2;3;1;2;468;144100
9900;6;1880;1008;2210;2;5;1;1;205;117500
3600;5;1930;687;1358;1;3;1;1;336;124500
13500;7;1879;819;2454;2;3;1;2;576;185000
7200;6;1910;1214;2291;2;4;2;2;506;133900
5400;6;1926;1149;1616;2;3;1;1;216;152000
8100;5;1948;1559;1559;1;2;1;2;812;153500
10800;7;1890;718;2554;1;3;1;2;704;159500
9439;5;1930;912;1248;1;2;1;1;160;87000
8626;4;1956;0;968;1;2;1;1;331;104500
11800;4;1949;0;1382;2;1;1;1;384;110000
6854;5;1925;756;1060;1;1;1;1;308;136500
8674;5;1950;910;1435;1;3;1;1;308;128250
8731;5;1920;915;1167;1;3;1;2;495;144000
8737;6;1923;1065;1635;1;3;1;2;440;210000
6125;5;1939;728;1274;2;3;1;1;224;135000
6000;6;1939;600;1232;1;3;1;1;217;128000
6000;6;1941;735;1218;1;3;1;2;440;131000
6120;5;1939;884;884;1;2;1;1;240;113000
6240;6;1938;861;1409;1;3;1;2;528;126000
6240;5;1939;672;1322;1;4;1;1;280;132000
6240;5;1930;966;1426;1;3;1;1;230;131750
6120;5;1926;756;1281;1;2;1;2;379;132500
6120;5;1920;939;1513;1;4;1;1;180;137500
6120;7;1929;832;854;1;2;1;2;576;132000
6240;6;1931;884;1367;1;3;1;1;560;127500
6180;6;1926;960;986;1;2;1;1;180;102000
7755;6;1918;1100;2264;2;4;1;1;408;200000
13515;6;1919;764;1824;1;3;1;2;520;180500
8850;6;1920;768;1376;1;3;1;2;576;165000
8550;5;1926;750;1316;1;4;1;2;576;90000
8730;6;1915;698;1396;1;3;1;1;384;153575
5700;7;1929;672;1344;1;3;1;2;456;140000
8520;6;1916;714;2526;2;5;1;1;216;136000
5680;5;1901;592;1173;2;3;1;1;240;113000
5680;5;1901;969;1214;1;2;1;1;216;117000
7758;7;1931;1040;1818;1;4;1;1;240;169500
7449;7;1930;637;1108;1;3;1;1;280;139400
13200;6;1963;741;2294;3;5;1;2;658;202500
6882;6;1914;684;1355;1;3;1;0;0;127000
9000;6;1937;780;1375;1;3;1;1;544;141000
9780;7;1950;976;1952;1;4;1;1;299;212300
10320;6;1915;1138;2180;1;3;1;2;720;161000
4330;4;1958;808;1315;2;3;1;2;436;99500
7200;5;1920;530;1111;1;3;1;1;288;101000
4800;4;1916;1196;1196;1;2;1;2;440;109900
12358;5;1941;720;1382;1;2;1;2;660;128500
10120;7;1910;925;1889;1;4;2;1;308;122000
4388;5;1930;672;840;1;3;1;0;0;87000
10320;4;1910;771;1484;2;3;1;1;264;50000
12888;7;1937;1005;2267;1;3;1;2;498;219000
18030;5;1946;1598;3086;3;3;1;0;0;200500
8160;5;1940;756;1134;1;3;1;1;240;126000
4484;5;1942;672;1282;1;2;1;1;240;108500
11235;5;1963;925;999;1;3;1;1;308;130000
11235;5;1964;1420;1452;1;2;1;2;572;158450
14299;4;1964;1005;1005;1;3;1;2;440;115400
7943;4;1961;1029;1029;1;3;1;1;261;118500
14149;5;1964;980;1020;2;3;1;2;528;165000
11677;5;1966;1040;1040;1;3;1;1;264;123000
8400;6;1966;814;913;1;3;1;1;240;129000
7094;5;1966;894;894;1;3;1;1;384;125000
8978;5;1968;948;948;1;3;1;1;300;108000
8425;5;1971;768;868;1;2;1;2;576;119900
8665;5;1968;876;897;1;3;1;1;264;115000
8398;5;1967;943;943;1;2;1;2;528;134500
7742;5;1966;955;955;1;3;1;1;386;127000
8724;5;1968;894;894;1;3;1;2;450;129000
8197;6;1977;660;1285;1;3;1;2;528;143500
8169;5;1966;912;912;1;3;1;1;315;129000
14175;5;1956;1240;1375;1;3;1;1;323;187000
16779;5;1920;671;2654;3;4;1;2;638;158000
25339;5;1918;816;1416;2;3;1;2;576;112000
6960;7;1940;680;1302;1;2;1;1;224;165250
11375;6;1954;967;1299;1;3;1;2;494;150000
13770;5;1958;1158;1176;1;3;1;1;303;137000
9000;4;1945;0;998;1;3;1;2;460;89500
115149;7;1971;1643;1824;2;2;1;2;739;302000
11075;6;1984;1190;1522;2;3;1;2;552;182000
10029;6;1988;1151;2060;2;4;1;2;521;211000
17541;5;1948;409;1325;2;3;1;2;576;216000
22692;5;1953;1073;1630;2;3;1;2;649;130000
17808;4;1946;484;1242;1;2;1;1;336;109900
12671;6;1954;1288;2422;3;4;1;2;527;255000
12615;6;1950;1202;2158;2;4;1;2;576;243000
10512;6;1954;988;1626;1;3;1;1;332;154000
5400;5;1958;864;864;1;3;1;1;399;118000
11515;4;1958;0;943;1;3;1;1;308;80000
7711;4;1977;1440;1440;2;4;2;0;0;150000
9098;4;1920;528;605;1;2;1;0;0;86000
3869;5;1984;1038;1038;2;2;1;1;264;130000
9280;5;1951;1342;1342;1;4;1;1;256;125000
11100;5;1951;1080;1480;1;4;1;1;253;136500
7550;4;1920;951;1362;2;4;1;1;280;96000
9060;5;1957;0;1340;1;3;1;1;252;120000
23920;6;1984;1105;1822;2;4;1;2;515;228500
10357;7;1990;910;1442;2;3;1;2;719;179900
13474;7;1990;700;2243;2;4;1;3;746;225000
10380;7;1986;1502;2730;2;4;1;2;576;301000
13125;7;1991;1104;2127;2;4;1;3;833;238000
11287;7;1989;807;1982;2;3;1;2;575;228500
9317;7;1994;779;1958;2;3;1;2;499;220000
9965;7;2007;1264;2696;2;4;1;3;792;383970
9965;8;2006;1466;2828;3;4;1;3;1052;424870
9178;8;2007;1643;1651;2;3;1;3;870;250000
10481;8;2006;2140;2140;2;3;1;3;894;360000
10652;7;2006;1494;1494;2;3;1;3;840;279500
11175;7;2007;1316;1316;2;3;1;2;440;200141
10235;8;2007;1643;1651;2;3;1;3;870;246500
9588;8;2007;1482;2574;2;3;1;3;868;276000
8814;7;2005;1274;1274;2;3;1;2;508;203000
